                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.1374,                 6.5776,                  1.027,                0.07882,                    0.5,                0.08235,                0.06276,                0.90224,                 5.3699,                0.78766,                    0.1,                      0,                      0
                      1,                 1.1388,                 6.6726,                 0.9817,                0.07702,                      1,                 0.0796,                0.06163,                0.89964,                 5.2942,                0.78683,               0.099099,              9.901e-05,              9.901e-05
                      2,                 1.2188,                 6.9183,                 1.0225,                0.07545,                      1,                0.08208,                0.06373,                0.90219,                 5.1741,                  0.781,               0.098196,             0.00019604,             0.00019604
                      3,                 1.1679,                 5.8011,                 1.0093,                0.07845,                0.66667,                0.08459,                0.06708,                0.90276,                 5.0357,                 0.7807,               0.097291,             0.00029109,             0.00029109
                      4,                 1.1374,                 6.6246,                0.96489,                0.07654,                0.66667,                  0.086,                0.06696,                0.89867,                 4.8913,                0.77928,               0.096384,             0.00038416,             0.00038416
                      5,                 1.0948,                  7.106,                 1.0715,                0.07872,                    0.5,                0.08723,                0.06924,                0.89488,                 4.7605,                0.77793,               0.095475,             0.00047525,             0.00047525
                      6,                 1.1032,                 7.3014,                 1.0305,                0.10189,                0.66667,                 0.0964,                0.07615,                0.88787,                 4.5934,                0.77698,               0.094564,             0.00056436,             0.00056436
                      7,                 1.2046,                 6.1888,                 1.0071,                0.10916,                0.66667,                0.10297,                0.08088,                0.88612,                 4.5655,                0.77701,               0.093651,             0.00065149,             0.00065149
                      8,                 1.0411,                 5.6346,                 0.9791,                0.11128,                0.66667,                0.10287,                0.08247,                0.88174,                 4.5592,                 0.7769,               0.092737,             0.00073664,             0.00073664
                      9,                 1.1201,                 6.4111,                 1.0495,                0.11297,                0.66667,                  0.106,                0.08506,                0.88049,                 4.4884,                0.77733,                0.09182,             0.00081981,             0.00081981
                     10,                 1.1432,                 8.2996,                 1.0066,                 0.1146,                0.66667,                0.11648,                0.09343,                0.87868,                 4.4324,                 0.7775,               0.090901,               0.000901,               0.000901
                     11,                 1.1409,                 6.2371,                  1.109,                0.96351,                0.66667,                0.78227,                0.59803,                0.93847,                 2.2704,                0.78488,                0.08998,             0.00098021,             0.00098021
                     12,                 1.1421,                 4.8008,                0.96857,                      1,                0.79147,                0.86597,                0.61409,                 0.9714,                 2.0559,                0.80071,               0.089057,              0.0010574,              0.0010574
                     13,                 1.1668,                   4.55,                 1.0225,                0.95975,                0.83333,                  0.883,                0.62728,                 1.0249,                 1.8664,                0.81935,               0.088133,              0.0011327,              0.0011327
                     14,                 1.0936,                 3.2407,                0.98763,                      1,                0.98829,                  0.995,                0.76392,                0.99525,                 1.4731,                0.81829,               0.087206,               0.001206,               0.001206
                     15,                 1.1367,                  2.013,                  1.106,                0.98932,                      1,                  0.995,                0.75614,                0.97717,                 1.1756,                0.81164,               0.086277,              0.0012772,              0.0012772
                     16,                  0.994,                 1.5678,                0.94651,                0.99182,                      1,                  0.995,                0.73964,                0.97072,                 1.0101,                0.79719,               0.085347,              0.0013466,              0.0013466
                     17,                0.97837,                 1.2149,                0.98233,                0.99281,                      1,                  0.995,                0.77713,                0.90232,                0.88438,                0.77926,               0.084414,              0.0014139,              0.0014139
                     18,                0.88951,                 1.1017,                0.92902,                0.99265,                      1,                  0.995,                0.83754,                0.83981,                0.77674,                0.77984,               0.083479,              0.0014792,              0.0014792
                     19,                0.89317,                0.93614,                0.93372,                 0.9916,                      1,                  0.995,                0.84032,                0.77889,                0.68145,                0.79186,               0.082543,              0.0015426,              0.0015426
                     20,                0.81578,                0.82151,                0.94069,                  0.992,                      1,                  0.995,                0.83754,                0.72384,                0.59283,                 0.7827,               0.081604,               0.001604,               0.001604
                     21,                0.63392,                0.73638,                0.85427,                0.99512,                      1,                  0.995,                0.82954,                0.73478,                 0.5837,                0.78343,               0.080663,              0.0016634,              0.0016634
                     22,                0.56715,                0.64626,                0.87913,                0.99375,                      1,                  0.995,                0.79684,                0.78702,                0.56487,                0.78855,               0.079721,              0.0017208,              0.0017208
                     23,                0.59311,                0.53025,                0.87408,                0.99981,                      1,                  0.995,                0.79352,                0.71556,                0.47234,                0.77472,               0.078776,              0.0017763,              0.0017763
                     24,                 0.6289,                0.50224,                0.86154,                      1,                0.99437,                  0.995,                0.86315,                0.53527,                0.48877,                 0.7708,                0.07783,              0.0018298,              0.0018298
                     25,                0.50512,                0.45037,                0.79765,                      1,                0.98966,                  0.995,                0.87968,                0.50828,                0.57885,                0.76142,               0.076881,              0.0018812,              0.0018812
                     26,                0.52192,                 0.4456,                0.84829,                      1,                0.99399,                  0.995,                0.84328,                0.54923,                0.46279,                 0.7787,               0.075931,              0.0019308,              0.0019308
                     27,                0.47158,                0.42543,                0.81603,                      1,                0.99042,                  0.995,                0.90443,                 0.4537,                 0.5431,                 0.7443,               0.074978,              0.0019783,              0.0019783
                     28,                0.52293,                0.42711,                0.82236,                      1,                0.99324,                  0.995,                0.84339,                   0.56,                0.48289,                0.76345,               0.074024,              0.0020238,              0.0020238
                     29,                0.55585,                0.44924,                0.83716,                      1,                0.99146,                  0.995,                0.88537,                0.48228,                0.54458,                0.73696,               0.073067,              0.0020674,              0.0020674
                     30,                0.52822,                 0.4792,                0.83262,                      1,                0.99324,                  0.995,                0.88502,                0.50223,                0.51746,                0.74597,               0.072109,               0.002109,               0.002109
                     31,                0.49274,                0.41732,                0.81336,                      1,                0.99155,                  0.995,                0.86582,                0.56955,                0.50164,                0.73963,               0.071149,              0.0021486,              0.0021486
                     32,                0.40022,                0.35552,                0.78736,                      1,                0.99305,                  0.995,                0.89661,                0.49426,                 0.4446,                0.72766,               0.070186,              0.0021862,              0.0021862
                     33,                0.55998,                0.38689,                 0.8407,                      1,                0.99357,                  0.995,                0.85266,                0.53913,                 0.4846,                0.73377,               0.069222,              0.0022219,              0.0022219
                     34,                0.53094,                0.38593,                0.85486,                      1,                 0.9932,                  0.995,                0.88597,                0.48666,                0.55146,                0.74403,               0.068256,              0.0022556,              0.0022556
                     35,                0.54123,                0.40932,                0.88836,                      1,                0.99548,                  0.995,                0.86019,                0.55124,                0.45518,                0.74882,               0.067287,              0.0022873,              0.0022873
                     36,                0.44983,                0.36238,                0.82011,                0.99769,                      1,                  0.995,                0.90342,                0.51556,                0.44595,                0.71726,               0.066317,               0.002317,               0.002317
                     37,                0.50604,                0.39403,                0.81532,                      1,                0.99406,                  0.995,                0.84639,                0.60842,                0.52857,                0.74718,               0.065345,              0.0023447,              0.0023447
                     38,                0.40982,                0.34766,                0.81361,                0.99301,                      1,                  0.995,                0.88478,                0.53242,                0.38075,                0.72907,                0.06437,              0.0023704,              0.0023704
                     39,                0.37159,                0.32224,                0.82205,                0.99185,                      1,                  0.995,                0.87706,                0.50259,                0.38367,                0.72201,               0.063394,              0.0023942,              0.0023942
                     40,                0.38693,                0.32788,                 0.8156,                0.99175,                      1,                  0.995,                0.92884,                 0.5246,                0.42894,                0.72524,               0.062416,               0.002416,               0.002416
                     41,                0.39994,                0.33116,                0.80338,                0.99209,                      1,                  0.995,                0.88705,                 0.4982,                0.39557,                0.71448,               0.061436,              0.0024358,              0.0024358
                     42,                0.45768,                0.32705,                0.88712,                0.99218,                      1,                  0.995,                0.90031,                0.48121,                0.38763,                  0.727,               0.060454,              0.0024536,              0.0024536
                     43,                0.39442,                0.32096,                0.79605,                0.99247,                      1,                  0.995,                0.92492,                0.42364,                0.36295,                0.71377,               0.059469,              0.0024695,              0.0024695
