                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.95965,                  4.253,                0.93158,                0.00229,                0.66667,                 0.0099,                0.00356,                0.74867,                 3.8265,                0.83328,                    0.1,                      0,                      0
                      1,                0.98992,                 4.3287,                 0.9749,                0.00228,                0.66667,                0.00608,                0.00249,                0.74335,                 3.8233,                0.83284,                 0.0991,              9.967e-05,              9.967e-05
                      2,                0.93235,                 4.3388,                0.92442,                0.00227,                0.66667,                0.00639,                0.00258,                0.75897,                 3.8091,                0.83308,               0.098199,             0.00019868,             0.00019868
                      3,                 1.0469,                 4.3529,                 1.0177,                0.00247,                   0.75,                0.00466,                0.00211,                0.75594,                  3.819,                0.83189,               0.097297,             0.00029703,             0.00029703
                      4,                 1.0189,                 4.2698,                0.98216,                0.00226,                0.66667,                0.00828,                0.00309,                0.75357,                 3.8224,                0.82998,               0.096395,             0.00039472,             0.00039472
                      5,                0.98036,                 4.3071,                0.98536,                0.00301,                0.83333,                0.00542,                0.00221,                0.75468,                 3.8226,                0.82972,               0.095492,             0.00049175,             0.00049175
                      6,                 1.0092,                  4.321,                0.97311,                0.00298,                0.83333,                0.00603,                0.00254,                0.70789,                 3.8137,                0.82118,               0.094588,             0.00058812,             0.00058812
                      7,                0.89422,                 4.1669,                0.93541,                0.00317,                0.91667,                0.01561,                 0.0058,                0.68875,                 3.8183,                 0.8065,               0.093684,             0.00068383,             0.00068383
                      8,                0.92824,                 4.2519,                0.93843,                0.00313,                0.91667,                0.03125,                 0.0113,                0.74955,                 3.8261,                0.79883,               0.092779,             0.00077888,             0.00077888
                      9,                0.87629,                 4.1782,                0.89614,                0.00342,                      1,                0.02087,                 0.0085,                0.78392,                 3.8263,                0.79646,               0.091873,             0.00087327,             0.00087327
                     10,                0.86419,                 3.9864,                0.88513,                0.00335,                      1,                0.03181,                0.01181,                0.79237,                 3.7796,                0.79611,               0.090967,               0.000967,               0.000967
                     11,                0.85904,                 3.7264,                 0.8814,                0.00333,                      1,                 0.0506,                0.02067,                0.73994,                 3.7499,                0.79465,                0.09006,              0.0010601,              0.0010601
