                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                   1.17,                 6.8277,                0.94052,                0.13525,                0.61667,                0.12695,                0.10338,                 0.7462,                 2.8879,                0.83254,                 0.0937,                 0.0007,                 0.0007
                      1,                 1.0749,                 5.1624,                0.92648,                 0.9963,                      1,                  0.995,                0.92142,                0.38441,                 1.2323,                0.77536,               0.086485,              0.0014851,              0.0014851
                      2,                 0.5757,                0.87911,                0.85991,                0.99804,                      1,                  0.995,                0.90029,                0.41791,                0.58372,                0.78478,               0.079254,              0.0022545,              0.0022545
                      3,                0.48879,                0.47872,                0.82933,                0.99909,                      1,                  0.995,                0.93163,                0.35218,                0.33161,                0.78227,               0.072008,              0.0030079,              0.0030079
                      4,                0.46431,                0.41617,                0.81811,                0.99896,                      1,                  0.995,                0.90015,                0.42539,                0.33584,                0.79464,               0.064746,              0.0037456,              0.0037456
                      5,                0.50763,                0.42318,                0.82077,                0.99902,                      1,                  0.995,                0.86589,                0.43078,                0.40169,                0.79698,               0.057467,              0.0044673,              0.0044673
                      6,                0.51496,                0.44135,                0.83465,                0.99868,                      1,                  0.995,                 0.8855,                0.49377,                0.48101,                0.80967,               0.050173,              0.0051733,              0.0051733
                      7,                0.49561,                0.43786,                0.82659,                0.99885,                      1,                  0.995,                0.88822,                0.44182,                 0.3838,                 0.8126,               0.042863,              0.0058634,              0.0058634
                      8,                0.55417,                0.50336,                0.84091,                0.99845,                      1,                  0.995,                0.90627,                 0.3607,                0.45757,                 0.7933,               0.035538,              0.0065377,              0.0065377
                      9,                0.50094,                0.48619,                0.83879,                0.99909,                      1,                  0.995,                0.89399,                0.46724,                0.53502,                0.80985,               0.028196,              0.0071961,              0.0071961
                     10,                0.58104,                0.50652,                0.85778,                0.99044,                      1,                  0.995,                0.90315,                0.42022,                0.49016,                0.80938,               0.020839,              0.0078387,              0.0078387
                     11,                0.54383,                0.47367,                0.83811,                0.99892,                      1,                  0.995,                0.90543,                0.44798,                0.51723,                0.81203,               0.013465,              0.0084655,              0.0084655
                     12,                0.63932,                0.45402,                0.86348,                 0.9828,                      1,                  0.995,                0.87117,                0.51441,                0.78281,                0.83968,               0.008812,               0.008812,               0.008812
                     13,                0.54809,                0.51188,                0.84954,                0.99897,                      1,                  0.995,                0.84414,                0.55238,                0.63164,                0.85124,               0.008812,               0.008812,               0.008812
                     14,                0.57397,                0.45125,                0.85046,                0.99353,                      1,                  0.995,                0.88453,                0.53862,                 0.7655,                0.83576,               0.008713,               0.008713,               0.008713
                     15,                0.55724,                0.42104,                0.84451,                0.99596,                      1,                  0.995,                0.85497,                0.58764,                0.57575,                0.88344,               0.008614,               0.008614,               0.008614
                     16,                0.54064,                0.43612,                0.84924,                0.99882,                      1,                  0.995,                0.86254,                0.53665,                0.55016,                0.86184,               0.008515,               0.008515,               0.008515
                     17,                0.54059,                0.39417,                 0.8499,                0.99758,                      1,                  0.995,                0.85133,                0.57631,                0.67639,                0.87313,               0.008416,               0.008416,               0.008416
                     18,                 0.5291,                0.40496,                0.82671,                0.99711,                      1,                  0.995,                0.88575,                0.54505,                0.61385,                0.85194,               0.008317,               0.008317,               0.008317
                     19,                0.55947,                0.39819,                0.83685,                0.99903,                      1,                  0.995,                0.90672,                0.45616,                0.50325,                0.82603,               0.008218,               0.008218,               0.008218
                     20,                0.52284,                0.37621,                0.82738,                0.99609,                      1,                  0.995,                0.91236,                0.46326,                0.45873,                0.83091,               0.008119,               0.008119,               0.008119
                     21,                0.51276,                0.37806,                0.85125,                 0.9989,                      1,                  0.995,                0.90773,                0.43832,                0.39797,                0.82846,                0.00802,                0.00802,                0.00802
                     22,                0.47761,                0.38808,                 0.8237,                0.99894,                      1,                  0.995,                0.94231,                0.39957,                0.38969,                0.82549,               0.007921,               0.007921,               0.007921
                     23,                 0.4742,                0.35932,                0.82506,                0.99912,                      1,                  0.995,                0.92743,                0.42733,                0.39441,                0.82413,               0.007822,               0.007822,               0.007822
                     24,                0.48803,                0.37082,                0.84481,                0.99913,                      1,                  0.995,                0.93545,                 0.4088,                0.38506,                0.81889,               0.007723,               0.007723,               0.007723
                     25,                0.45735,                0.35399,                0.83923,                0.99911,                      1,                  0.995,                0.88927,                0.40603,                0.36476,                 0.8239,               0.007624,               0.007624,               0.007624
                     26,                 0.4359,                 0.3222,                0.82921,                0.99912,                      1,                  0.995,                0.94271,                0.39019,                0.34155,                0.81283,               0.007525,               0.007525,               0.007525
                     27,                0.47459,                0.34039,                0.83623,                0.99909,                      1,                  0.995,                0.94748,                0.42041,                0.34397,                0.81015,               0.007426,               0.007426,               0.007426
                     28,                0.47142,                0.34496,                0.84312,                0.99914,                      1,                  0.995,                0.90266,                0.45096,                 0.3747,                0.84291,               0.007327,               0.007327,               0.007327
                     29,                0.44005,                0.34225,                0.82143,                0.99909,                      1,                  0.995,                 0.9001,                 0.4686,                0.36946,                 0.8385,               0.007228,               0.007228,               0.007228
                     30,                0.45779,                0.33966,                0.82401,                0.99909,                      1,                  0.995,                0.91475,                0.39497,                0.32444,                0.83086,               0.007129,               0.007129,               0.007129
                     31,                0.44136,                0.32909,                0.82354,                 0.9991,                      1,                  0.995,                0.92231,                0.38852,                0.32501,                0.83474,                0.00703,                0.00703,                0.00703
                     32,                 0.4276,                0.31271,                0.83196,                0.99858,                      1,                  0.995,                0.89966,                0.47061,                0.36004,                0.84205,               0.006931,               0.006931,               0.006931
                     33,                0.43815,                0.30968,                0.82994,                 0.9991,                      1,                  0.995,                0.91887,                0.40581,                 0.3253,                0.82572,               0.006832,               0.006832,               0.006832
                     34,                0.40009,                0.30229,                  0.818,                0.99672,                      1,                  0.995,                 0.9053,                0.45008,                0.33659,                0.84295,               0.006733,               0.006733,               0.006733
                     35,                0.40704,                0.30698,                0.82997,                0.99899,                      1,                  0.995,                0.86591,                0.50562,                0.37194,                 0.8538,               0.006634,               0.006634,               0.006634
                     36,                0.43713,                0.32487,                0.83072,                0.99908,                      1,                  0.995,                0.92402,                 0.4081,                0.29707,                0.83144,               0.006535,               0.006535,               0.006535
                     37,                0.39487,                0.29453,                0.81953,                0.99906,                      1,                  0.995,                0.92454,                0.39295,                  0.284,                0.82677,               0.006436,               0.006436,               0.006436
                     38,                0.37514,                0.28703,                0.82804,                0.99886,                      1,                  0.995,                  0.932,                0.37465,                0.32987,                 0.8208,               0.006337,               0.006337,               0.006337
                     39,                0.40416,                0.29474,                0.82054,                0.99869,                      1,                  0.995,                0.92891,                0.36173,                0.32822,                0.81832,               0.006238,               0.006238,               0.006238
                     40,                0.36378,                 0.2829,                0.80976,                0.99909,                      1,                  0.995,                0.93101,                0.37473,                0.32337,                0.81943,               0.006139,               0.006139,               0.006139
                     41,                0.39817,                0.29524,                0.82449,                      1,                      1,                  0.995,                0.95337,                0.35583,                0.28513,                0.81478,                0.00604,                0.00604,                0.00604
                     42,                0.38464,                 0.2988,                0.82015,                0.99908,                      1,                  0.995,                0.96145,                0.31315,                0.25737,                0.81083,               0.005941,               0.005941,               0.005941
                     43,                 0.3683,                0.28455,                0.79655,                0.99902,                      1,                  0.995,                 0.9532,                0.31926,                0.27515,                0.80134,               0.005842,               0.005842,               0.005842
                     44,                0.36767,                0.28369,                 0.8146,                0.99903,                      1,                  0.995,                0.97213,                0.27821,                 0.2598,                0.80391,               0.005743,               0.005743,               0.005743
                     45,                0.35754,                0.27908,                0.81845,                 0.9991,                      1,                  0.995,                0.95406,                0.29113,                0.25025,                0.80885,               0.005644,               0.005644,               0.005644
                     46,                0.37243,                0.26827,                0.81423,                 0.9991,                      1,                  0.995,                0.95279,                0.31586,                0.25335,                0.80664,               0.005545,               0.005545,               0.005545
                     47,                0.34305,                0.26597,                0.80416,                0.99907,                      1,                  0.995,                0.97149,                0.28426,                0.25606,                0.79964,               0.005446,               0.005446,               0.005446
                     48,                0.35614,                0.26938,                0.81053,                0.99911,                      1,                  0.995,                0.95003,                0.31847,                0.25742,                0.80694,               0.005347,               0.005347,               0.005347
                     49,                0.33722,                0.26465,                0.79497,                0.99911,                      1,                  0.995,                0.95915,                0.34644,                0.25216,                0.81507,               0.005248,               0.005248,               0.005248
                     50,                0.32496,                0.24662,                0.80167,                 0.9991,                      1,                  0.995,                0.94079,                0.37679,                 0.2763,                0.81638,               0.005149,               0.005149,               0.005149
                     51,                0.35397,                0.26749,                0.80983,                 0.9991,                      1,                  0.995,                0.95472,                0.33949,                0.24862,                0.80984,                0.00505,                0.00505,                0.00505
                     52,                 0.3348,                0.26835,                0.79964,                0.99909,                      1,                  0.995,                0.97026,                0.28215,                0.22937,                0.80107,               0.004951,               0.004951,               0.004951
                     53,                0.32631,                0.24591,                0.81389,                      1,                      1,                  0.995,                0.98005,                0.27938,                0.23292,                0.79998,               0.004852,               0.004852,               0.004852
