                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.1984,                  7.107,                0.93487,                0.16221,                0.58333,                0.16041,                0.13216,                0.73101,                 2.7341,                0.84378,                 0.0937,                 0.0007,                 0.0007
                      1,                 1.0719,                 5.1969,                0.92517,                0.99261,                      1,                  0.995,                0.92082,                0.38259,                  1.129,                0.78746,               0.086485,              0.0014851,              0.0014851
                      2,                0.50368,                0.82017,                0.83795,                0.99917,                      1,                  0.995,                0.90268,                 0.4486,                 0.3873,                0.80526,               0.079254,              0.0022545,              0.0022545
                      3,                0.47742,                0.45266,                0.82789,                0.99862,                      1,                  0.995,                 0.9188,                0.40022,                0.50479,                0.79806,               0.072008,              0.0030079,              0.0030079
                      4,                0.44817,                0.44558,                0.80733,                0.99878,                      1,                  0.995,                0.93731,                0.35381,                0.54315,                0.79794,               0.064746,              0.0037456,              0.0037456
                      5,                0.48766,                0.41718,                0.81373,                0.99899,                      1,                  0.995,                0.93207,                0.38449,                0.39231,                0.80302,               0.057467,              0.0044673,              0.0044673
                      6,                0.48617,                 0.5144,                0.81766,                0.99913,                      1,                  0.995,                0.92448,                0.37134,                0.36601,                0.80188,               0.050173,              0.0051733,              0.0051733
                      7,                0.46803,                0.43713,                0.81538,                 0.9991,                      1,                  0.995,                0.86103,                0.54534,                0.45678,                0.81358,               0.042863,              0.0058634,              0.0058634
                      8,                0.57379,                0.43448,                0.83387,                0.99909,                      1,                  0.995,                0.89432,                0.47379,                0.41269,                0.81405,               0.035538,              0.0065377,              0.0065377
                      9,                0.53692,                0.51354,                0.85037,                0.99816,                      1,                  0.995,                0.92318,                0.46297,                0.51515,                0.80609,               0.028196,              0.0071961,              0.0071961
                     10,                 0.5878,                0.45384,                0.84011,                0.99797,                      1,                  0.995,                0.85873,                0.59441,                0.71604,                0.85218,               0.020839,              0.0078387,              0.0078387
                     11,                 0.5371,                0.56506,                0.86057,                0.99898,                      1,                  0.995,                 0.8766,                0.49476,                0.58212,                0.83709,               0.013465,              0.0084655,              0.0084655
                     12,                0.58235,                0.43377,                0.83474,                0.99805,                      1,                  0.995,                 0.8979,                0.48795,                0.63766,                0.84607,               0.008812,               0.008812,               0.008812
                     13,                0.58567,                0.50988,                0.85327,                0.99888,                      1,                  0.995,                0.86338,                0.52296,                0.58318,                0.85423,               0.008812,               0.008812,               0.008812
                     14,                0.53612,                0.54707,                0.85925,                0.99896,                      1,                  0.995,                0.89231,                0.47922,                0.76663,                0.82609,               0.008713,               0.008713,               0.008713
                     15,                 0.5251,                0.46168,                0.83823,                0.99817,                      1,                  0.995,                0.89293,                0.48022,                0.76801,                0.81689,               0.008614,               0.008614,               0.008614
                     16,                0.57063,                0.44773,                0.85857,                0.99882,                      1,                  0.995,                0.88266,                0.49412,                 0.4871,                0.84982,               0.008515,               0.008515,               0.008515
                     17,                0.54204,                 0.4305,                0.85877,                0.99571,                      1,                  0.995,                 0.8905,                0.47111,                0.55216,                0.84738,               0.008416,               0.008416,               0.008416
                     18,                0.54239,                0.39876,                0.83035,                0.99887,                      1,                  0.995,                0.91481,                0.40258,                0.40547,                0.82885,               0.008317,               0.008317,               0.008317
                     19,                0.54154,                0.39482,                0.83944,                0.99915,                      1,                  0.995,                0.89958,                0.45903,                0.40636,                0.84248,               0.008218,               0.008218,               0.008218
                     20,                0.52781,                0.36875,                0.85753,                0.99913,                      1,                  0.995,                0.89636,                0.48315,                0.46538,                0.84336,               0.008119,               0.008119,               0.008119
                     21,                0.51482,                0.35666,                0.82254,                0.99912,                      1,                  0.995,                0.90819,                0.47645,                0.39764,                0.85147,                0.00802,                0.00802,                0.00802
                     22,                0.52369,                0.38401,                0.84349,                 0.9991,                      1,                  0.995,                0.90608,                0.47218,                 0.3879,                0.84827,               0.007921,               0.007921,               0.007921
                     23,                0.46333,                0.36835,                0.83952,                0.99902,                      1,                  0.995,                0.88914,                0.49505,                0.39854,                0.83933,               0.007822,               0.007822,               0.007822
                     24,                0.50658,                0.35719,                0.85025,                0.99906,                      1,                  0.995,                0.90151,                0.46463,                0.42324,                0.82769,               0.007723,               0.007723,               0.007723
                     25,                0.46835,                 0.3405,                0.83099,                0.99824,                      1,                  0.995,                0.89782,                0.42499,                0.44873,                0.83104,               0.007624,               0.007624,               0.007624
                     26,                 0.4523,                0.32481,                0.82591,                0.99855,                      1,                  0.995,                0.92469,                0.42397,                0.40942,                 0.8269,               0.007525,               0.007525,               0.007525
                     27,                0.47813,                0.33477,                0.81733,                0.99909,                      1,                  0.995,                0.93465,                0.42833,                0.37014,                0.83674,               0.007426,               0.007426,               0.007426
                     28,                0.44271,                0.32455,                0.81885,                0.99873,                      1,                  0.995,                0.92837,                0.38221,                0.40383,                0.82123,               0.007327,               0.007327,               0.007327
                     29,                0.44229,                0.32657,                0.83324,                0.99868,                      1,                  0.995,                0.93069,                0.38535,                0.34781,                0.83186,               0.007228,               0.007228,               0.007228
                     30,                 0.4216,                0.32141,                0.82743,                0.99908,                      1,                  0.995,                0.91769,                0.45594,                0.36295,                0.84344,               0.007129,               0.007129,               0.007129
                     31,                 0.4381,                0.33087,                0.82316,                0.99904,                      1,                  0.995,                0.94705,                0.35747,                0.29911,                 0.8116,                0.00703,                0.00703,                0.00703
                     32,                0.42571,                0.31852,                0.81523,                0.99906,                      1,                  0.995,                 0.9236,                0.41976,                0.31886,                0.83505,               0.006931,               0.006931,               0.006931
                     33,                0.40234,                0.30154,                0.80695,                0.99909,                      1,                  0.995,                 0.9134,                0.43637,                0.30845,                0.84516,               0.006832,               0.006832,               0.006832
                     34,                  0.403,                0.31651,                0.80974,                0.99905,                      1,                  0.995,                0.92329,                0.37827,                0.33208,                0.82735,               0.006733,               0.006733,               0.006733
                     35,                0.38981,                0.29743,                0.81205,                 0.9991,                      1,                  0.995,                0.94155,                0.34571,                0.29231,                0.82402,               0.006634,               0.006634,               0.006634
                     36,                0.39844,                0.29015,                0.82535,                0.99911,                      1,                  0.995,                0.93545,                0.37688,                0.33768,                0.81805,               0.006535,               0.006535,               0.006535
                     37,                0.39505,                 0.2973,                0.81037,                 0.9991,                      1,                  0.995,                0.91906,                0.44738,                0.38684,                 0.8235,               0.006436,               0.006436,               0.006436
                     38,                0.37364,                0.30292,                0.81063,                0.99908,                      1,                  0.995,                0.95384,                0.35109,                0.30161,                 0.8123,               0.006337,               0.006337,               0.006337
                     39,                0.37647,                 0.3011,                0.81261,                0.99907,                      1,                  0.995,                0.93749,                0.34846,                0.31461,                0.81014,               0.006238,               0.006238,               0.006238
                     40,                0.39011,                0.29632,                0.82459,                0.99911,                      1,                  0.995,                0.96093,                0.32472,                0.27218,                0.80919,               0.006139,               0.006139,               0.006139
